"transactionid";"item";"quantity"
"bb758e0c-7c2c-42a1-bb4c-0ea214fee920";"New Glarus Berliner Weiss";3
"b3535741-9702-40d1-94fb-53fffe49dee0";"Toppling Goliath King Sue";2
"b3535741-9702-40d1-94fb-53fffe49dee0";"Tired Hands SaisonHands";2
"b3535741-9702-40d1-94fb-53fffe49dee0";"Jalapeno Poppers";1
"88001c9e-3ec6-49cc-b01c-32ee3ef75d21";"Onion Rings";2
"88001c9e-3ec6-49cc-b01c-32ee3ef75d21";"Tired Hands SaisonHands";2
"57b9e792-243c-46e9-af8f-ebe665774a66";"Hot Dogs";1
"57b9e792-243c-46e9-af8f-ebe665774a66";"Melvin 2x4 Double IPA";3
"57b9e792-243c-46e9-af8f-ebe665774a66";"Southpaw Light";3
"9e7ca5b6-1487-40a8-a986-647707308175";"Bud";3
"9e7ca5b6-1487-40a8-a986-647707308175";"Jalapeno Poppers";1
"44566e4d-edc6-4f8e-968b-7848aa6f5d0b";"Tired Hands SaisonHands";1
"44566e4d-edc6-4f8e-968b-7848aa6f5d0b";"Jalapeno Poppers";1
"44566e4d-edc6-4f8e-968b-7848aa6f5d0b";"Pigs in a Blanket";1
"1f2baac7-890d-41e0-9d96-79c54be2ffd4";"Stolichnaya Citrona";2
"1f2baac7-890d-41e0-9d96-79c54be2ffd4";"Southpaw Light";3
"f681ef42-961d-4184-93f3-59954f9e32a2";"Tired Hands SaisonHands";3
"f681ef42-961d-4184-93f3-59954f9e32a2";"Original Premium Lager";1
"f681ef42-961d-4184-93f3-59954f9e32a2";"Onion Rings";1
"f681ef42-961d-4184-93f3-59954f9e32a2";"Cheese Fries";1
"f681ef42-961d-4184-93f3-59954f9e32a2";"New Glarus Berliner Weiss";3
"295151ce-ee4e-4485-a119-bab619bad3dd";"Zima";2
"295151ce-ee4e-4485-a119-bab619bad3dd";"Pigs in a Blanket";1
"295151ce-ee4e-4485-a119-bab619bad3dd";"Toppling Goliath King Sue";1
"295151ce-ee4e-4485-a119-bab619bad3dd";"Onion Rings";2
"d6a2e711-c2a8-4426-93c7-9977eb91984f";"Hefeweizen Doppelbock";1
"d6a2e711-c2a8-4426-93c7-9977eb91984f";"Cheese Fries";2
"d6a2e711-c2a8-4426-93c7-9977eb91984f";"Live Oak Hefeweizen";2
"d6a2e711-c2a8-4426-93c7-9977eb91984f";"Onion Rings";2
"d6a2e711-c2a8-4426-93c7-9977eb91984f";"Michelob Golden Draft";1
"e01eba4c-9106-4b77-8731-4e94a952836d";"Onion Rings";1
"e01eba4c-9106-4b77-8731-4e94a952836d";"Southpaw Light";3
"a00fb537-3cbd-4b89-b99a-653d717ccc6b";"Michelob Golden Draft";2
"a00fb537-3cbd-4b89-b99a-653d717ccc6b";"Onion Rings";2
"a00fb537-3cbd-4b89-b99a-653d717ccc6b";"Stolichnaya Citrona";3
"af06c489-0de6-412d-b66c-ebbcba025f0b";"Hefeweizen Doppelbock";2
"af06c489-0de6-412d-b66c-ebbcba025f0b";"Michelob Golden Draft";3
"af06c489-0de6-412d-b66c-ebbcba025f0b";"Creamy Dark";3
"af06c489-0de6-412d-b66c-ebbcba025f0b";"Zima";2
"67b2b722-da15-4093-b1cd-a3537a8ab96f";"Holy Mountain Misere Au Borinage";3
"67b2b722-da15-4093-b1cd-a3537a8ab96f";"Original Premium Lager";2
"67b2b722-da15-4093-b1cd-a3537a8ab96f";"Southpaw Light";1
"67b2b722-da15-4093-b1cd-a3537a8ab96f";"Cheese Fries";3
"17e59f64-8041-4ab3-a83a-b5ee4be2de31";"Jalapeno Poppers";2
"17e59f64-8041-4ab3-a83a-b5ee4be2de31";"Creamy Dark";3
"17e59f64-8041-4ab3-a83a-b5ee4be2de31";"Michelob Amber Bock";3
"17e59f64-8041-4ab3-a83a-b5ee4be2de31";"Hot Dogs";2
"a5773925-01a7-433f-bf50-2866a19de3ad";"Bud";3
"a5773925-01a7-433f-bf50-2866a19de3ad";"Onion Rings";2
"a5773925-01a7-433f-bf50-2866a19de3ad";"Cheese Fries";1
"a5773925-01a7-433f-bf50-2866a19de3ad";"The Bruery Mocha Wednesday";1
"c928204f-b663-491d-aa76-933ee35e03b4";"Hot Dogs";3
"c928204f-b663-491d-aa76-933ee35e03b4";"Live Oak Hefeweizen";3
"c928204f-b663-491d-aa76-933ee35e03b4";"Holy Mountain Misere Au Borinage";2
"c928204f-b663-491d-aa76-933ee35e03b4";"Bud";2
"c928204f-b663-491d-aa76-933ee35e03b4";"Toppling Goliath King Sue";2
"c037749f-60c3-4e6b-bc1b-441025c618ab";"Holy Mountain Misere Au Borinage";3
"c037749f-60c3-4e6b-bc1b-441025c618ab";"The Bruery Mocha Wednesday";3
"c037749f-60c3-4e6b-bc1b-441025c618ab";"Michelob Golden Draft";2
"5814c3ef-b71e-411a-986e-7be7b00ffb2d";"Pigs in a Blanket";2
"5814c3ef-b71e-411a-986e-7be7b00ffb2d";"Cheese Fries";2
"5814c3ef-b71e-411a-986e-7be7b00ffb2d";"Melvin 2x4 Double IPA";1
"bdc06c5d-db34-423f-aa34-f4e8ebedd78d";"New Glarus Berliner Weiss";2
"bdc06c5d-db34-423f-aa34-f4e8ebedd78d";"Tired Hands SaisonHands";2
"bdc06c5d-db34-423f-aa34-f4e8ebedd78d";"Jalapeno Poppers";3
"bdc06c5d-db34-423f-aa34-f4e8ebedd78d";"Zima";2
"bdc06c5d-db34-423f-aa34-f4e8ebedd78d";"Hefeweizen Doppelbock";2
"cdb8258a-9f26-4d6b-b605-d8f92a8ebb2d";"Toppling Goliath King Sue";2
"cdb8258a-9f26-4d6b-b605-d8f92a8ebb2d";"Creamy Dark";1
"cdb8258a-9f26-4d6b-b605-d8f92a8ebb2d";"Michelob Golden Draft";1
"cdb8258a-9f26-4d6b-b605-d8f92a8ebb2d";"Michelob ULTRA";3
"cdb8258a-9f26-4d6b-b605-d8f92a8ebb2d";"Hot Dogs";2
"f20e3e51-8f92-49c1-8c77-ba9afb3e72b2";"Michelob Amber Bock";1
"e9c8a3df-6654-4975-aa07-7174c137248b";"Original Premium Lager";2
"e9c8a3df-6654-4975-aa07-7174c137248b";"Cheese Fries";2
"074efcf2-ed74-4cea-ab33-0bea8a522494";"The Bruery Mocha Wednesday";1
"074efcf2-ed74-4cea-ab33-0bea8a522494";"Pigs in a Blanket";2
"0f767f1d-1bfd-4a44-9fed-a1d31e8191bb";"The Bruery Mocha Wednesday";3
"0f767f1d-1bfd-4a44-9fed-a1d31e8191bb";"Michelob Golden Draft";3
"a80281cb-94f4-4b75-897f-bab3a267fabe";"Michelob ULTRA";1
"a80281cb-94f4-4b75-897f-bab3a267fabe";"Pigs in a Blanket";2
"a80281cb-94f4-4b75-897f-bab3a267fabe";"Toppling Goliath King Sue";1
"a80281cb-94f4-4b75-897f-bab3a267fabe";"Michelob Golden Draft";2
"41a70f43-d344-4f9a-9f98-c9024217c9db";"Hefeweizen Doppelbock";2
"41a70f43-d344-4f9a-9f98-c9024217c9db";"Zima";2
"41a70f43-d344-4f9a-9f98-c9024217c9db";"Holy Mountain Misere Au Borinage";2
"41a70f43-d344-4f9a-9f98-c9024217c9db";"Live Oak Hefeweizen";3
"41a70f43-d344-4f9a-9f98-c9024217c9db";"Stolichnaya Citrona";3
"c38f29a7-6e7b-4acc-bcd5-f00a44fdb209";"Bud";2
"c38f29a7-6e7b-4acc-bcd5-f00a44fdb209";"Onion Rings";2
"c38f29a7-6e7b-4acc-bcd5-f00a44fdb209";"New Glarus Berliner Weiss";3
"86a44243-f3ca-4a2d-a207-eb3657b8ff07";"Hefeweizen Doppelbock";2
"86a44243-f3ca-4a2d-a207-eb3657b8ff07";"Live Oak Hefeweizen";3
"86a44243-f3ca-4a2d-a207-eb3657b8ff07";"Stolichnaya Citrona";3
"4bd8a401-b7a9-4852-b01a-e57278fef458";"Michelob Amber Bock";1
"4bd8a401-b7a9-4852-b01a-e57278fef458";"Jalapeno Poppers";1
"cfc567a0-fd8c-4bc1-9d36-2b6bc8b5c058";"Tired Hands SaisonHands";2
"cfc567a0-fd8c-4bc1-9d36-2b6bc8b5c058";"Melvin 2x4 Double IPA";1
"cfc567a0-fd8c-4bc1-9d36-2b6bc8b5c058";"Stolichnaya Citrona";1
"e2c45fa9-e0a5-42a0-a314-9625fa5ef39f";"Melvin 2x4 Double IPA";2
"e2c45fa9-e0a5-42a0-a314-9625fa5ef39f";"Southpaw Light";2
"e2c45fa9-e0a5-42a0-a314-9625fa5ef39f";"Pigs in a Blanket";3
"e2c45fa9-e0a5-42a0-a314-9625fa5ef39f";"Original Premium Lager";1
"16d1d874-87fb-46f6-8fd3-01a2f646c3e4";"Bud";3
"a294ba8f-e99a-418b-aa2d-2a2618bbd23c";"Holy Mountain Misere Au Borinage";1
"a294ba8f-e99a-418b-aa2d-2a2618bbd23c";"Michelob Amber Bock";2
"a294ba8f-e99a-418b-aa2d-2a2618bbd23c";"Tired Hands SaisonHands";3
"a294ba8f-e99a-418b-aa2d-2a2618bbd23c";"Southpaw Light";2
"bb73a131-7255-4d4d-b388-3b9c87c439d0";"The Bruery Mocha Wednesday";3
"bb73a131-7255-4d4d-b388-3b9c87c439d0";"Live Oak Hefeweizen";2
"3a264794-80eb-41b6-9766-0e5590dc64ad";"Jalapeno Poppers";1
"3a264794-80eb-41b6-9766-0e5590dc64ad";"Hefeweizen Doppelbock";2
"3a264794-80eb-41b6-9766-0e5590dc64ad";"Pigs in a Blanket";3
"678e0c24-d739-448a-b5dc-0a49a7723a22";"Jalapeno Poppers";3
"678e0c24-d739-448a-b5dc-0a49a7723a22";"Stolichnaya Citrona";3
"678e0c24-d739-448a-b5dc-0a49a7723a22";"Cheese Fries";1
"678e0c24-d739-448a-b5dc-0a49a7723a22";"Hot Dogs";2
"678e0c24-d739-448a-b5dc-0a49a7723a22";"Hefeweizen Doppelbock";2
"e12dd5c3-bda4-4d65-857f-679e9aec6f3d";"Michelob ULTRA";1
"b2233cb9-8a1a-4d93-93ef-8408a674586c";"Creamy Dark";2
"b2233cb9-8a1a-4d93-93ef-8408a674586c";"Zima";2
"b2233cb9-8a1a-4d93-93ef-8408a674586c";"Southpaw Light";3
"b2233cb9-8a1a-4d93-93ef-8408a674586c";"Bud";3
"b2233cb9-8a1a-4d93-93ef-8408a674586c";"Pigs in a Blanket";1
"4e60f9fa-9985-4881-8239-55c868d1e5ae";"Bud";3
"4e60f9fa-9985-4881-8239-55c868d1e5ae";"Michelob Golden Draft";3
"4e60f9fa-9985-4881-8239-55c868d1e5ae";"Original Premium Lager";1
"4e60f9fa-9985-4881-8239-55c868d1e5ae";"Michelob ULTRA";2
"242e0090-d7bb-487d-85bb-0c5d906e70f2";"Zima";2
"242e0090-d7bb-487d-85bb-0c5d906e70f2";"New Glarus Berliner Weiss";3
"242e0090-d7bb-487d-85bb-0c5d906e70f2";"Original Premium Lager";2
"242e0090-d7bb-487d-85bb-0c5d906e70f2";"Cheese Fries";3
"7c59d792-b144-4ec1-b07d-22bec919eec6";"Tired Hands SaisonHands";1
"ba6b6565-f52f-4dc0-8491-f774c7bb08c7";"Creamy Dark";3
"ba6b6565-f52f-4dc0-8491-f774c7bb08c7";"Live Oak Hefeweizen";1
"ba6b6565-f52f-4dc0-8491-f774c7bb08c7";"Bud";2
"ba6b6565-f52f-4dc0-8491-f774c7bb08c7";"Southpaw Light";2
"ba6b6565-f52f-4dc0-8491-f774c7bb08c7";"Melvin 2x4 Double IPA";2
"e7c8ab47-9726-4791-8fe9-2e5705fabe84";"Jalapeno Poppers";2
"e7c8ab47-9726-4791-8fe9-2e5705fabe84";"Hefeweizen Doppelbock";3
"e7c8ab47-9726-4791-8fe9-2e5705fabe84";"Southpaw Light";1
"e7c8ab47-9726-4791-8fe9-2e5705fabe84";"Melvin 2x4 Double IPA";3
"6c978716-c00a-474a-ae3c-1cb8b4c3fd79";"Cheese Fries";3
"6c978716-c00a-474a-ae3c-1cb8b4c3fd79";"Creamy Dark";1
"6c978716-c00a-474a-ae3c-1cb8b4c3fd79";"Hot Dogs";2
"6c978716-c00a-474a-ae3c-1cb8b4c3fd79";"Toppling Goliath King Sue";3
"28018863-edeb-4efa-bdbf-03d0ccc6029a";"Tired Hands SaisonHands";3
"28018863-edeb-4efa-bdbf-03d0ccc6029a";"Bud";2
"28018863-edeb-4efa-bdbf-03d0ccc6029a";"Melvin 2x4 Double IPA";2
"28018863-edeb-4efa-bdbf-03d0ccc6029a";"Onion Rings";1
"92dd17b8-7df7-4bc0-9ae9-c28be0818e16";"Hefeweizen Doppelbock";2
"ce0d1f9a-e62e-419b-a7c6-77c35bda32d6";"Bud";3
"ce0d1f9a-e62e-419b-a7c6-77c35bda32d6";"Live Oak Hefeweizen";2
"ce0d1f9a-e62e-419b-a7c6-77c35bda32d6";"Creamy Dark";1
"1d663344-466b-44b8-a7c6-09b874c93b65";"Creamy Dark";3
"1d663344-466b-44b8-a7c6-09b874c93b65";"Stolichnaya Citrona";2
"1d663344-466b-44b8-a7c6-09b874c93b65";"Michelob Amber Bock";3
"79ce526d-8bec-4802-805a-55e96bcfcc41";"Creamy Dark";2
"79ce526d-8bec-4802-805a-55e96bcfcc41";"Tired Hands SaisonHands";3
"7329e24c-aa16-43c3-bd8b-f25a9a288797";"Quesadillas";2
"7329e24c-aa16-43c3-bd8b-f25a9a288797";"Michelob ULTRA";2
"7329e24c-aa16-43c3-bd8b-f25a9a288797";"Trilliul Vicinity";2
"7329e24c-aa16-43c3-bd8b-f25a9a288797";"Sloppy Joe";1
"7329e24c-aa16-43c3-bd8b-f25a9a288797";"Mozzarella Sticks";1
"b4f5466a-6f94-40b8-ad6a-f0de7251a951";"Michelob ULTRA";1
"b4f5466a-6f94-40b8-ad6a-f0de7251a951";"Suarez Family Palatine Pils";2
"8ef14faa-98e8-451b-a887-eadffa25ea9d";"Michelob Golden Draft Light";2
"8ef14faa-98e8-451b-a887-eadffa25ea9d";"Original Premium";2
"8ef14faa-98e8-451b-a887-eadffa25ea9d";"Tired Hands SaisonHands";3
"c126a7f9-ac76-464c-a200-3959a92d9990";"Jalapeno Poppers";3
"1422ec58-815a-4d3c-9fea-79490eba7b75";"Quesadillas";1
"1422ec58-815a-4d3c-9fea-79490eba7b75";"Jalapeno Poppers";1
"1422ec58-815a-4d3c-9fea-79490eba7b75";"Trilliul Vicinity";1
"1422ec58-815a-4d3c-9fea-79490eba7b75";"Original Premium";2
"1422ec58-815a-4d3c-9fea-79490eba7b75";"J. Wakefield Miami Madness";3
"adedc035-2fde-4656-a9b1-deb35f9d0455";"Sloppy Joe";3
"adedc035-2fde-4656-a9b1-deb35f9d0455";"Cheese Fries";2
"461b27ef-be59-48e4-ad25-e45c8b1c6178";"J. Wakefield Miami Madness";3
"461b27ef-be59-48e4-ad25-e45c8b1c6178";"Suarez Family Palatine Pils";1
"2588745a-1cb7-42a4-ad83-748c66dc0bea";"Original Premium";2
"2588745a-1cb7-42a4-ad83-748c66dc0bea";"Trilliul Vicinity";2
"b6342fae-0a90-4c1b-b1f0-571ba7e8748c";"Sauza Diablo";3
"b6342fae-0a90-4c1b-b1f0-571ba7e8748c";"Michelob Golden Draft Light";2
"b6342fae-0a90-4c1b-b1f0-571ba7e8748c";"Soft Pretzel";2
"b6342fae-0a90-4c1b-b1f0-571ba7e8748c";"Lion Bridge Compensation";3
"1b487ca1-d07c-44ca-9102-bedb213677cf";"Trilliul Vicinity";1
"2fa47f6e-037e-48bd-a7f6-3515abc142e6";"Tired Hands SaisonHands";2
"20a859da-d379-4d63-83f3-86085904e483";"Buffalo Wings";1
"50f13aff-bcac-4696-a50e-2d36d864bc3a";"Hefeweizen Doppelbock";1
"50f13aff-bcac-4696-a50e-2d36d864bc3a";"Port Brewing Board Meeting";1
"35cab097-2d25-4e63-b1ec-7c17a07e8c10";"Cheese Fries";2
"35cab097-2d25-4e63-b1ec-7c17a07e8c10";"Soft Pretzel";3
"35cab097-2d25-4e63-b1ec-7c17a07e8c10";"Sauza Diablo";2
"35cab097-2d25-4e63-b1ec-7c17a07e8c10";"ICEHOUSE";3
"c37fec5b-5789-4462-8bd0-623929810afd";"Sloppy Joe";1
"c37fec5b-5789-4462-8bd0-623929810afd";"Hefeweizen Doppelbock";3
"c37fec5b-5789-4462-8bd0-623929810afd";"Quesadillas";2
"c37fec5b-5789-4462-8bd0-623929810afd";"Trilliul Vicinity";3
"c37fec5b-5789-4462-8bd0-623929810afd";"ICEHOUSE";2
"bd4b7551-3f80-4734-b8b4-d1be81e68ac1";"J. Wakefield Miami Madness";2
"0a95f568-960f-4119-91ae-e7672900999b";"Lion Bridge Compensation";1
"0a95f568-960f-4119-91ae-e7672900999b";"Pizza";2
"0a95f568-960f-4119-91ae-e7672900999b";"Michelob Golden Draft Light";3
"0a95f568-960f-4119-91ae-e7672900999b";"J. Wakefield Miami Madness";1
"e016426a-c6b8-4f2d-9900-1dfe2774be04";"J. Wakefield Miami Madness";2
"e016426a-c6b8-4f2d-9900-1dfe2774be04";"Tired Hands SaisonHands";2
"e016426a-c6b8-4f2d-9900-1dfe2774be04";"Jalapeno Poppers";2
"e016426a-c6b8-4f2d-9900-1dfe2774be04";"Cheese Fries";3
"e016426a-c6b8-4f2d-9900-1dfe2774be04";"Extra Gold";1
"e5a0582b-d495-49a0-9bd9-fcf473e88973";"Suarez Family Palatine Pils";3
"e5a0582b-d495-49a0-9bd9-fcf473e88973";"Buffalo Wings";1
"e5a0582b-d495-49a0-9bd9-fcf473e88973";"Pizza";2
"dd779c66-9ebe-40a9-8864-4b2132ce4368";"J. Wakefield Miami Madness";1
"dd779c66-9ebe-40a9-8864-4b2132ce4368";"Buffalo Wings";3
"27dc280a-cb8b-4f2c-bb54-aeb712bc1488";"Quesadillas";3
"27dc280a-cb8b-4f2c-bb54-aeb712bc1488";"Trilliul Vicinity";1
"27dc280a-cb8b-4f2c-bb54-aeb712bc1488";"Port Brewing Board Meeting";1
"27dc280a-cb8b-4f2c-bb54-aeb712bc1488";"Sloppy Joe";3
"4c117105-f5bc-45bb-9f1c-a2f741442d5a";"Lion Bridge Compensation";2
"4c117105-f5bc-45bb-9f1c-a2f741442d5a";"Fried Pickles";1
"4c117105-f5bc-45bb-9f1c-a2f741442d5a";"Buffalo Wings";3
"e9c6f3a8-5729-4aca-8a60-4c7b10f8e86d";"Buffalo Wings";1
"e9c6f3a8-5729-4aca-8a60-4c7b10f8e86d";"J. Wakefield Miami Madness";1
"e9c6f3a8-5729-4aca-8a60-4c7b10f8e86d";"Extra Gold";1
"e9c6f3a8-5729-4aca-8a60-4c7b10f8e86d";"Trilliul Vicinity";2
"e9c6f3a8-5729-4aca-8a60-4c7b10f8e86d";"Michelob Golden Draft Light";2
"2ff9cc75-a10a-414b-89e0-9480ec209b3d";"Sloppy Joe";2
"2ff9cc75-a10a-414b-89e0-9480ec209b3d";"ICEHOUSE";2
"2ff9cc75-a10a-414b-89e0-9480ec209b3d";"Quesadillas";2
"2ff9cc75-a10a-414b-89e0-9480ec209b3d";"Cheese Fries";3
"c5c2e76a-c38d-400d-9d20-7322b8dac87d";"Pizza";1
"c5c2e76a-c38d-400d-9d20-7322b8dac87d";"Hefeweizen Doppelbock";3
"b2a15e06-c284-4bca-b216-9efee877da96";"Sloppy Joe";1
"99e1e041-66b1-4f1a-a735-b3fb89bfb33f";"Hefeweizen Doppelbock";2
"99e1e041-66b1-4f1a-a735-b3fb89bfb33f";"Quesadillas";2
"99e1e041-66b1-4f1a-a735-b3fb89bfb33f";"Michelob ULTRA";1
"99e1e041-66b1-4f1a-a735-b3fb89bfb33f";"Cheese Fries";3
"f69ea8b2-bfc7-4361-8580-b8f193871b80";"Soft Pretzel";3
"f69ea8b2-bfc7-4361-8580-b8f193871b80";"Original Premium";1
"e5cde53e-f79e-4fe9-9cc1-ee2c84ed0cea";"ICEHOUSE";2
"e5cde53e-f79e-4fe9-9cc1-ee2c84ed0cea";"Killian's";2
"e5cde53e-f79e-4fe9-9cc1-ee2c84ed0cea";"Extra Gold";3
"4d09cb2f-0d86-4571-a581-bc93e75c9906";"The Bruery Mocha Wednesday";1
"4d09cb2f-0d86-4571-a581-bc93e75c9906";"Tired Hands SaisonHands";1
"4d09cb2f-0d86-4571-a581-bc93e75c9906";"Michelob Golden Draft Light";2
"37d32e55-bf86-465c-998d-409d212e17d8";"Cheese Fries";1
"37d32e55-bf86-465c-998d-409d212e17d8";"Lion Bridge Compensation";2
"37d32e55-bf86-465c-998d-409d212e17d8";"Pizza";1
"37d32e55-bf86-465c-998d-409d212e17d8";"Extra Gold";1
"37d32e55-bf86-465c-998d-409d212e17d8";"Mozzarella Sticks";2
"0e0d11d2-86ca-4286-b5b0-a5180995a811";"Pizza";3
"0e0d11d2-86ca-4286-b5b0-a5180995a811";"Suarez Family Palatine Pils";3
"0e0d11d2-86ca-4286-b5b0-a5180995a811";"Sloppy Joe";1
"0e0d11d2-86ca-4286-b5b0-a5180995a811";"Lion Bridge Compensation";2
"0e0d11d2-86ca-4286-b5b0-a5180995a811";"Trilliul Vicinity";1
"2c8bf163-b7d0-4216-9183-735a145a8448";"Buffalo Wings";2
"2c8bf163-b7d0-4216-9183-735a145a8448";"ICEHOUSE";2
"2c8bf163-b7d0-4216-9183-735a145a8448";"Trilliul Vicinity";1
"2c8bf163-b7d0-4216-9183-735a145a8448";"Extra Gold";3
"66c3166d-37ae-420a-ba9c-ec66265c9218";"Extra Gold";1
"66c3166d-37ae-420a-ba9c-ec66265c9218";"Killian's";1
"66c3166d-37ae-420a-ba9c-ec66265c9218";"Buffalo Wings";3
"57a84da7-adb9-458c-9af5-a37df5701231";"Quesadillas";1
"44de478b-22de-42e0-aa86-6d803a916c78";"Suarez Family Palatine Pils";3
"44de478b-22de-42e0-aa86-6d803a916c78";"ICEHOUSE";3
"44de478b-22de-42e0-aa86-6d803a916c78";"Fried Pickles";2
"44de478b-22de-42e0-aa86-6d803a916c78";"Lion Bridge Compensation";3
"009adf16-8c59-48fb-b223-d88d84baf1b4";"Cheese Fries";3
"59201f90-f823-47de-92c9-1b2b1361b455";"Cheese Fries";1
"59201f90-f823-47de-92c9-1b2b1361b455";"Sauza Diablo";3
"59201f90-f823-47de-92c9-1b2b1361b455";"Buffalo Wings";1
"59201f90-f823-47de-92c9-1b2b1361b455";"Quesadillas";1
"46375c79-0aff-462b-884f-0db8f3cc84cd";"Killian's";3
"46375c79-0aff-462b-884f-0db8f3cc84cd";"Sauza Diablo";2
"f755c542-7ff6-499b-bf4c-730c2fe7dd36";"Lion Bridge Compensation";3
"f755c542-7ff6-499b-bf4c-730c2fe7dd36";"Killian's";3
"f755c542-7ff6-499b-bf4c-730c2fe7dd36";"Michelob Golden Draft Light";2
"f755c542-7ff6-499b-bf4c-730c2fe7dd36";"ICEHOUSE";2
"d5214ebc-d8dc-4e93-83e1-edcecaa38ef4";"Killian's";2
"d5214ebc-d8dc-4e93-83e1-edcecaa38ef4";"Lion Bridge Compensation";3
"0405164c-0b22-46f6-bf2e-3dbf9b811f76";"Lion Bridge Compensation";1
"0405164c-0b22-46f6-bf2e-3dbf9b811f76";"Michelob ULTRA";2
"0405164c-0b22-46f6-bf2e-3dbf9b811f76";"Hefeweizen Doppelbock";1
"0405164c-0b22-46f6-bf2e-3dbf9b811f76";"Original Premium";1
"0405164c-0b22-46f6-bf2e-3dbf9b811f76";"Extra Gold";2
"fffe67a6-f5e0-414d-b48f-091a8111ba76";"Lion Bridge Compensation";3
"fffe67a6-f5e0-414d-b48f-091a8111ba76";"J. Wakefield Miami Madness";1
"fffe67a6-f5e0-414d-b48f-091a8111ba76";"The Bruery Mocha Wednesday";2
"fffe67a6-f5e0-414d-b48f-091a8111ba76";"Soft Pretzel";1
"fffe67a6-f5e0-414d-b48f-091a8111ba76";"Pizza";3
"e3a52fb1-d648-4992-8c78-9583979f753e";"Sauza Diablo";1
"e3a52fb1-d648-4992-8c78-9583979f753e";"Killian's";3
"e3a52fb1-d648-4992-8c78-9583979f753e";"Extra Gold";2
"89ac5fc4-b5e3-4d25-b5f3-85ecc153b198";"Buffalo Wings";2
"c4a04afb-f918-49f1-ae7f-b6cb40ec3c4f";"Port Brewing Board Meeting";2
"c4a04afb-f918-49f1-ae7f-b6cb40ec3c4f";"Pizza";1
"c4a04afb-f918-49f1-ae7f-b6cb40ec3c4f";"Lion Bridge Compensation";3
"c4a04afb-f918-49f1-ae7f-b6cb40ec3c4f";"The Bruery Mocha Wednesday";2
"4d5356d6-3a84-446a-a14d-1faf6c902ed4";"The Bruery Mocha Wednesday";2
"bd736653-f1a0-4a2e-8a1f-6113c49403ab";"Buffalo Wings";2
"bd736653-f1a0-4a2e-8a1f-6113c49403ab";"Extra Gold";1
"5cd257c2-8c2f-4d4f-90d6-b305a344c924";"ICEHOUSE";3
"5cd257c2-8c2f-4d4f-90d6-b305a344c924";"Michelob ULTRA";2
"a684691b-b91e-4e23-bfcd-e16f4ad47478";"Quesadillas";2
"a684691b-b91e-4e23-bfcd-e16f4ad47478";"Cheese Fries";1
"a684691b-b91e-4e23-bfcd-e16f4ad47478";"ICEHOUSE";2
"a684691b-b91e-4e23-bfcd-e16f4ad47478";"Lion Bridge Compensation";2
"a684691b-b91e-4e23-bfcd-e16f4ad47478";"The Bruery Mocha Wednesday";1
"f7dd0f73-8f4a-4948-9061-e20880346828";"Port Brewing Board Meeting";1
"f7dd0f73-8f4a-4948-9061-e20880346828";"Cheese Fries";3
"448b35a3-5583-4293-ba54-272fd5ee6205";"Michelob ULTRA";3
"448b35a3-5583-4293-ba54-272fd5ee6205";"Soft Pretzel";3
"448b35a3-5583-4293-ba54-272fd5ee6205";"Pizza";1
"31a312c3-7858-4f58-9744-821f413a2d99";"Fried Pickles";1
"f3bfa25f-a05a-471e-8e27-56d1183df382";"Killian's";3
"f3bfa25f-a05a-471e-8e27-56d1183df382";"Soft Pretzel";2
"0ff1ae3f-e379-4d6b-8507-5f3e802c0883";"The Bruery Mocha Wednesday";3
"bdffaf62-296c-43ae-a18b-d0bc528a12cc";"Mozzarella Sticks";2
"bdffaf62-296c-43ae-a18b-d0bc528a12cc";"Sauza Diablo";2
"bdffaf62-296c-43ae-a18b-d0bc528a12cc";"Killian's";2
"bdffaf62-296c-43ae-a18b-d0bc528a12cc";"Buffalo Wings";1
"bdffaf62-296c-43ae-a18b-d0bc528a12cc";"ICEHOUSE";3
"e91cd09c-6194-43df-98b1-1413242c3bc8";"Fried Pickles";3
"e91cd09c-6194-43df-98b1-1413242c3bc8";"Mozzarella Sticks";3
"e91cd09c-6194-43df-98b1-1413242c3bc8";"Buffalo Wings";1
"e91cd09c-6194-43df-98b1-1413242c3bc8";"Quesadillas";1
"e91cd09c-6194-43df-98b1-1413242c3bc8";"Port Brewing Board Meeting";1
"830f4c9d-98d8-4d6f-9027-5c30f8023316";"Cheese Fries";3
"eb122ac1-db1d-4415-bb6e-5dbf753b77e1";"Devils Backbone Vienna Lager";1
"eb122ac1-db1d-4415-bb6e-5dbf753b77e1";"Nachos";2
"eb122ac1-db1d-4415-bb6e-5dbf753b77e1";"Michelob Amber Bock";1
"eb122ac1-db1d-4415-bb6e-5dbf753b77e1";"Mozzarella Sticks";2
"eb122ac1-db1d-4415-bb6e-5dbf753b77e1";"Cheese Fries";3
"09be9f05-803b-4034-b6ac-6f60dd30f6f5";"Bud";1
"efa9cc9f-43e5-48a3-8dd6-6ac28c473884";"Grimm Afterimage";1
"efa9cc9f-43e5-48a3-8dd6-6ac28c473884";"Roasted Cauliflower";2
"efa9cc9f-43e5-48a3-8dd6-6ac28c473884";"Michelob Golden Draft Light";1
"efa9cc9f-43e5-48a3-8dd6-6ac28c473884";"Zima Citrus";3
"efa9cc9f-43e5-48a3-8dd6-6ac28c473884";"Fried Pickles";1
